category,description,item_number,main_image,price,rating,rating_count,seller,title
cpu,"Zen 4 - TSMC 5nm FinFET 105W 
32MB L3 Cache 
Windows 11 Supported
Cooling Device not Included - Processor Only",19-113-770,https://c1.neweggimages.com/ProductImageOriginal/19-113-770-02.jpg,204,4.8,1011,Newegg,AMD Ryzen 5 7600X - Zen 4 6-Core 4.7 GHz - Socket AM5 - 105W Desktop Processor (100-100000593WOF)
cpu,"Zen 4 - TSMC 5nm FinFET 105W 
32MB L3 Cache 
Windows 11 Supported
Cooling Device not Included - Processor Only",19-113-770T,https://c1.neweggimages.com/ProductImageOriginal/19-113-770T-05.jpg,139,4,2,Newegg,AMD Ryzen 5 7600X - Zen 4 6-Core 4.7 GHz - Socket AM5 - 105W Desktop Processor (100-100000593WOF)
cpu,"Zen 4 - TSMC 5nm FinFET 170W 
64MB L3 Cache 
16MB L2 Cache
Cooling Device not included – Processor Only",19-113-771T,https://c1.neweggimages.com/ProductImageOriginal/19-113-771-09.jpg,338.99,3,2,Newegg,AMD Ryzen 9 7950X - Zen 4 16-Core 4.5 GHz - Socket AM5 - 170W Desktop Processor (100-100000514WOF)
cpu,"Zen 4 - TSMC 5nm FinFET 65W 
64MB L3 Cache 
12MB L2 Cache 
AMD Radeon Graphics",19-113-785T,https://c1.neweggimages.com/ProductImageOriginal/19-113-785-04.png,249,0,0,Newegg,AMD Ryzen 9 7900 - Ryzen 9 7000 Series Zen 4 12-Core 3.7 GHz - Socket AM5 65W - AMD Radeon Graphics Processor - 100-100000590BOX
cpu,"Zen 4 - TSMC 5nm FinFET 65W 
32MB L3 Cache 
8MB L2 Cache 
AMD Radeon Graphics",19-113-786T,https://c1.neweggimages.com/ProductImageOriginal/19-113-786-04.jpg,194.99,4,1,Newegg,AMD Ryzen 7 7700 - Ryzen 7 7000 Series Zen 4 8-Core 3.8 GHz - Socket AM5 65W - AMD Radeon Graphics Processor - 100-100000592BOX
cpu,"Zen 4 - TSMC 5nm FinFET Raphael (Zen 4) 65W 
32MB L3 Cache 
6MB L2 Cache 
AMD Radeon Graphics",19-113-787,https://c1.neweggimages.com/ProductImageOriginal/19-113-787-03.jpg,184.97,4.9,115,Newegg,AMD Ryzen 5 7600 - Ryzen 5 7000 Series Zen 4 6-Core 3.8 GHz - Socket AM5 65W - AMD Radeon Graphics Processor - 100-100001015BOX
cpu,"Zen 4 - TSMC 5nm FinFET Raphael (Zen 4) 65W 
32MB L3 Cache 
6MB L2 Cache 
AMD Radeon Graphics",19-113-787T,https://c1.neweggimages.com/ProductImageOriginal/19-113-787-03.jpg,139.99,0,0,Newegg,AMD Ryzen 5 7600 - Ryzen 5 7000 Series Zen 4 6-Core 3.8 GHz - Socket AM5 65W - AMD Radeon Graphics Processor - 100-100001015BOX
cpu,"Zen 4 - TSMC 5nm FinFET 120W 
128MB L3 Cache 
16MB L2 Cache 
AMD Radeon Graphics",19-113-791T,https://c1.neweggimages.com/ProductImageOriginal/19-113-791-03.png,349,5,1,Newegg,AMD Ryzen 9 7950X3D - Ryzen 9 7000 Series Zen 4 16-Core 4.2 GHz - Socket AM5 120W - AMD Radeon Graphics Desktop Processor - 100-100000908WOF
cpu,"Zen 4 - TSMC 5nm FinFET 120W 
128MB L3 Cache 
12MB L2 Cache 
AMD Radeon Graphics",19-113-792T,https://c1.neweggimages.com/ProductImageOriginal/19-113-792-03.png,349.99,0,0,Newegg,AMD Ryzen 9 7900X3D - Ryzen 9 7000 Series Zen 4 12-Core 4.4 GHz - Socket AM5 120W - AMD Radeon Graphics Desktop Processor - 100-100000909WOF
cpu,"Zen 4 - TSMC 5nm FinFET 120W 
96MB L3 Cache 
8MB L2 Cache 
AMD Radeon Graphics",19-113-793,https://c1.neweggimages.com/ProductImageOriginal/19-113-793-03.png,414,4.9,645,Newegg,AMD Ryzen 7 7800X3D - Ryzen 7 7000 Series Zen 4 8-Core 4.2 GHz - Socket AM5 120W - AMD Radeon Graphics Desktop Processor - 100-100000910WOF
cpu,"Zen 4 - TSMC 5nm FinFET 120W 
96MB L3 Cache 
8MB L2 Cache 
AMD Radeon Graphics",19-113-793T,https://c1.neweggimages.com/ProductImageOriginal/19-113-793-03.png,249,3,2,Newegg,AMD Ryzen 7 7800X3D - Ryzen 7 7000 Series Zen 4 8-Core 4.2 GHz - Socket AM5 120W - AMD Radeon Graphics Desktop Processor - 100-100000910WOF
cpu,"Zen 4 - TSMC 5nm FinFET Storm Peak 350W 
256MB L3 Cache 
64MB L2 Cache 
None Integrated Graphics",19-113-809,https://c1.neweggimages.com/ProductImageOriginal/19-113-810-01.jpg,7927,0,0,Newegg,AMD Ryzen Threadripper PRO 7985WX - Ryzen Threadripper 7000 Series Storm Peak (Zen 4) 64-Core 3.2 GHz - Socket sTR5 350W - None Integrated Graphics Processor - 100-100000454WOF
cpu,"7nm 65W 
16MB L3 Cache 
4MB L2 Cache 
None Integrated Graphics",19-113-813,https://c1.neweggimages.com/ProductImageOriginal/19-113-813-02.jpg,163.97,4.8,183,Newegg,AMD Ryzen 7 5700 - Ryzen 7 5000 Series 8-Core 3.7 GHz Socket AM4 65W None Integrated Graphics Desktop CPU Processor - 100-100000743BOX
cpu,"7nm 65W 
16MB L3 Cache 
3MB L2 Cache 
AMD Radeon Graphics",19-113-817,https://c1.neweggimages.com/ProductImageOriginal/19-113-817-01.jpg,124.99,4.8,183,Newegg,AMD Ryzen 5 5500GT - Ryzen 5 5000 Series 6-Core 3.6 GHz Socket AM4 65W AMD Radeon Graphics Desktop CPU Processor - 100-100001489BOX
cpu,"TSMC 4nm FinFET 65W 
16MB L3 Cache 
8MB L2 Cache 
None Integrated Graphics",19-113-825,https://c1.neweggimages.com/ProductImageOriginal/19-113-825-01.jpg,248.97,4.3,6,Newegg,"AMD Ryzen 7 8700F (4.1 Ghz) - Ryzen 7 8000 Series 8-Core/ 16-Threads, Socket AM5, 65W Processor - 100-100001590BOX"
cpu,"16 Cores and 32 processing threads, based on AMD ""Zen 5"" architecture
5.7 GHz Max Boost, unlocked for overclocking, 64MB L3 Cache, 16MB L2 Cache, DDR5-5600 support
For the state-of-the-art Socket AM5 platform, can support PCIe 5.0 on select motherboards
Cooler not included",19-113-841,https://c1.neweggimages.com/ProductImageOriginal/19-113-841-03.png,599,4.7,365,Newegg,AMD Ryzen 9 9950X - Ryzen 9 9000 Series Granite Ridge (Zen 5) 16-Core 4.3 GHz - Socket AM5 170W - Radeon Graphics Processor - 100-100001277WOF
cpu,"16 Cores and 32 processing threads, based on AMD ""Zen 5"" architecture
5.7 GHz Max Boost, unlocked for overclocking, 64MB L3 Cache, 16MB L2 Cache, DDR5-5600 support
For the state-of-the-art Socket AM5 platform, can support PCIe 5.0 on select motherboards
Cooler not included",19-113-841T,https://c1.neweggimages.com/ProductImageOriginal/19-113-841-03.png,399,5,1,Newegg,AMD Ryzen 9 9950X - Ryzen 9 9000 Series Granite Ridge (Zen 5) 16-Core 4.3 GHz - Socket AM5 170W - Radeon Graphics Processor - 100-100001277WOF
cpu,"12 Cores and 24 processing threads, based on AMD ""Zen 5"" architecture
5.6 GHz Max Boost, unlocked for overclocking, 64 MB L3 cache, 12MB L2 Cache, DDR5-5600 support
For the state-of-the-art Socket AM5 platform, can support PCIe 5.0 on select motherboards
Cooler not included",19-113-842,https://c1.neweggimages.com/ProductImageOriginal/19-113-842-02.png,399,4.7,365,Newegg,AMD Ryzen 9 9900X - Ryzen 9 9000 Series Granite Ridge (Zen 5) 12-Core 4.4 GHz - Socket AM5 120W - Radeon Graphics Processor - 100-100000662WOF
cpu,"12 Cores and 24 processing threads, based on AMD ""Zen 5"" architecture
5.6 GHz Max Boost, unlocked for overclocking, 64 MB L3 cache, 12MB L2 Cache, DDR5-5600 support
For the state-of-the-art Socket AM5 platform, can support PCIe 5.0 on select motherboards
Cooler not included",19-113-842T,https://c1.neweggimages.com/ProductImageOriginal/19-113-842-02.png,289,0,0,Newegg,AMD Ryzen 9 9900X - Ryzen 9 9000 Series Granite Ridge (Zen 5) 12-Core 4.4 GHz - Socket AM5 120W - Radeon Graphics Processor - 100-100000662WOF
cpu,"This high-performance gaming processor offers impressive 100+ FPS speeds in the world's top games. 
It features 8 cores and 16 threads built on AMD's ""Zen 5"" architecture, with a max boost clock of 5.5 GHz. 
The processor comes unlocked for overclocking, includes a 40 MB cache, and supports DDR5-5600 memory. 
Designed for the advanced Socket AM5 platform, it is compatible with PCIe 5.0 on select motherboards. 
Please note that a cooler is not included.",19-113-843,https://c1.neweggimages.com/ProductImageOriginal/19-113-843-09.jpg,329,4.7,365,Newegg,AMD Ryzen 7 9700X - Ryzen 7 9000 Series Granite Ridge (Zen 5) 8-Core 3.8 GHz - Socket AM5 65W - Radeon Graphics Processor - 100-100001404WOF
cpu,"This high-performance gaming processor offers impressive 100+ FPS speeds in the world's top games. 
It features 8 cores and 16 threads built on AMD's ""Zen 5"" architecture, with a max boost clock of 5.5 GHz. 
The processor comes unlocked for overclocking, includes a 40 MB cache, and supports DDR5-5600 memory. 
Designed for the advanced Socket AM5 platform, it is compatible with PCIe 5.0 on select motherboards. 
Please note that a cooler is not included.",19-113-843T,https://c1.neweggimages.com/ProductImageOriginal/19-113-843-09.jpg,219,0,0,Newegg,AMD Ryzen 7 9700X - Ryzen 7 9000 Series Granite Ridge (Zen 5) 8-Core 3.8 GHz - Socket AM5 65W - Radeon Graphics Processor - 100-100001404WOF
cpu,"Experience exceptional gaming performance with smooth 100+ FPS in the most popular games. 
This processor features 6 cores and 12 threads, based on AMD's ""Zen 5"" architecture. 
It boasts a 5.4 GHz max boost clock, is unlocked for overclocking, and includes a 38 MB cache. 
It supports DDR5-5600 memory and is designed for the cutting-edge Socket AM5 platform, with PCIe 5.0 support on select motherboards. 
Please note that a cooler is not included.",19-113-844,https://c1.neweggimages.com/ProductImageOriginal/19-113-844-05.jpg,214,4.7,365,Newegg,AMD Ryzen 5 9600X - Ryzen 5 9000 Series Granite Ridge (Zen 5) 6-Core 3.9 GHz - Socket AM5 65W - Radeon Graphics Processor - 100-100001405WOF
cpu,"Experience exceptional gaming performance with smooth 100+ FPS in the most popular games. 
This processor features 6 cores and 12 threads, based on AMD's ""Zen 5"" architecture. 
It boasts a 5.4 GHz max boost clock, is unlocked for overclocking, and includes a 38 MB cache. 
It supports DDR5-5600 memory and is designed for the cutting-edge Socket AM5 platform, with PCIe 5.0 support on select motherboards. 
Please note that a cooler is not included.",19-113-844T,https://c1.neweggimages.com/ProductImageOriginal/19-113-844-05.jpg,159.99,0,0,Newegg,AMD Ryzen 5 9600X - Ryzen 5 9000 Series Granite Ridge (Zen 5) 6-Core 3.9 GHz - Socket AM5 65W - Radeon Graphics Processor - 100-100001405WOF
cpu,"7nm Vermeer (Zen 3) 105W 
64MB L3 Cache 
8MB L2 Cache 
None Integrated Graphics",19-113-845,https://c1.neweggimages.com/ProductImageOriginal/19-113-845-01.jpg,283.55,4.1,20,Newegg,AMD Ryzen 9 5900XT - Ryzen 9 5000 Series Vermeer (Zen 3) 16-Core 3.3 GHz Socket AM4 105W None Integrated Graphics Desktop CPU Processor - 100-100001581WOF
cpu,"7nm Vermeer (Zen 3) 105W 
32MB L3 Cache 
4MB L2 Cache 
None Integrated Graphics",19-113-846,https://c1.neweggimages.com/ProductImageOriginal/19-113-846-01.jpg,219,4.8,53,Newegg,AMD Ryzen 7 5800XT - Ryzen 7 5000 Series Vermeer (Zen 3) 8-Core 3.8 GHz Socket AM4 105W None Integrated Graphics Desktop CPU Processor - 100-100001582BOX
cpu,"CES 2025 Innovation Award Honoree: Recognized in the Computer Hardware & Components category for exceptional design and engineering
Harness the ultimate gaming edge with AMD Ryzen 7 9800X3D, Unlock faster gaming with 2nd-gen AMD 3D V-Cache tech for low latency
8 Cores and 16 processing threads, based on AMD ""Zen 5"" architecture
5.2 GHz Max Boost, unlocked for overclocking, 96MB L3 Cache, 8MB L2 Cache, DDR5-5600 support
For the state-of-the-art Socket AM5 platform, can support PCIe 5.0 on select motherboards
Cooler not included",19-113-877,https://c1.neweggimages.com/ProductImageOriginal/19-113-877-01.png,479,4.8,551,Newegg,AMD Ryzen 7 9800X3D - Ryzen 7 9000 Series Zen 5 8-Core 5.2 GHz - Socket AM5 120W - AMD Radeon Graphics Desktop Processor - 100-100001084WOF
cpu,"CES 2025 Innovation Award Honoree: Recognized in the Computer Hardware & Components category for exceptional design and engineering
Harness the ultimate gaming edge with AMD Ryzen 7 9800X3D, Unlock faster gaming with 2nd-gen AMD 3D V-Cache tech for low latency
8 Cores and 16 processing threads, based on AMD ""Zen 5"" architecture
5.2 GHz Max Boost, unlocked for overclocking, 96MB L3 Cache, 8MB L2 Cache, DDR5-5600 support
For the state-of-the-art Socket AM5 platform, can support PCIe 5.0 on select motherboards
Cooler not included",19-113-877T,https://c1.neweggimages.com/ProductImageOriginal/19-113-877-01.png,399,0,0,Newegg,AMD Ryzen 7 9800X3D - Ryzen 7 9000 Series Zen 5 8-Core 5.2 GHz - Socket AM5 120W - AMD Radeon Graphics Desktop Processor - 100-100001084WOF
cpu,"TSMC 4nm FinFET Granite Ridge (Zen 5) 170W 
128MB L3 Cache 
16MB L2 Cache 
AMD Radeon Graphics",19-113-884,https://c1.neweggimages.com/ProductImageOriginal/19-113-884-01.png,699,4.6,111,Newegg,AMD Ryzen 9 9950X3D - Ryzen 9 9000 Series Granite Ridge (Zen 5) 16-Core 4.3 GHz Socket AM5 170W AMD Radeon Graphics Desktop CPU Processor - 100-100000719WOF
cpu,"TSMC 4nm FinFET Granite Ridge (Zen 5) 120W 
128MB L3 Cache 
12MB L2 Cache 
AMD Radeon Graphics",19-113-886,https://c1.neweggimages.com/ProductImageOriginal/19-113-886-01.png,599,4.6,19,Newegg,AMD Ryzen 9 9900X3D - Ryzen 9 9000 Series Granite Ridge (Zen 5) 12-Core 4.4 GHz Socket AM5 120W AMD Radeon Graphics Processor - 100-100001368WOF
cpu,"TSMC 4nm FinFET Shimada Peak 350W 
384MB L3 Cache 
96MB L2 Cache 
None Integrated Graphics",19-113-909,https://c1.neweggimages.com/ProductImageOriginal/19-113-909-01.png,11499,0,0,Newegg,AMD Ryzen Threadripper PRO 9995WX - Ryzen Threadripper PRO 96-Core 2.5 GHz Socket sTR5 350W None Integrated Graphics Processor - 100-100001361WOF
cpu,"TSMC 4nm FinFET Shimada Peak 350W 
256MB L3 Cache 
64MB L2 Cache 
None Integrated Graphics",19-113-910,https://c1.neweggimages.com/ProductImageOriginal/19-113-910-01.png,7999,0,0,Newegg,AMD Ryzen Threadripper PRO 9985WX - Ryzen Threadripper PRO Shimada Peak 64-Core 3.2 GHz Socket sTR5 350W None Integrated Graphics Processor - 100-100000722WOF
cpu,"TSMC 4nm FinFET Shimada Peak 350W 
128MB L3 Cache 
32MB L2 Cache 
None Integrated Graphics",19-113-911,https://c1.neweggimages.com/ProductImageOriginal/19-113-911-01.png,4099,0,0,Newegg,AMD Ryzen Threadripper PRO 9975WX - Ryzen Threadripper PRO Shimada Peak 32-Core 4.0 GHz Socket sTR5 350W None Integrated Graphics Processor - 100-100000723WOF
cpu,"TSMC 4nm FinFET Shimada Peak 350W 
256MB L3 Cache 
64MB L2 Cache 
None Integrated Graphics",19-113-914,https://c1.neweggimages.com/ProductImageOriginal/19-113-914-01.png,4999,0,0,Newegg,AMD Ryzen Threadripper 9980X - Ryzen Threadripper 9000 Series Shimada Peak 64-Core 3.2 GHz Socket sTR5 350W None Integrated Graphics Processor - 100-000001593WOF
cpu,"TSMC 4nm FinFET Shimada Peak 350W 
128MB L3 Cache 
32MB L2 Cache 
None Integrated Graphics",19-113-915,https://c1.neweggimages.com/ProductImageOriginal/19-113-915-01.png,2499,5,1,Newegg,AMD Ryzen Threadripper 9970X - Ryzen Threadripper 9000 Series 32-Core 4.0 GHz Socket sTR5 350W None Integrated Graphics Processor - 100-000001594WOF
cpu,"TSMC 4nm FinFET Shimada Peak 350W 
128MB L3 Cache 
24MB L2 Cache 
None Integrated Graphics",19-113-916,https://c1.neweggimages.com/ProductImageOriginal/19-113-916-06.png,1499,0,0,Newegg,AMD Ryzen Threadripper 9960X - Ryzen Threadripper 9000 Series Shimada Peak 24-Core 4.2 GHz Socket sTR5 350W None Integrated Graphics Processor - 100-000001595WOF
cpu,"Intel 7 Alder Lake Processor Base Power: 125W
Maximum Turbo Power: 241W 
30MB L3 Cache 
14MB L2 Cache 
Intel UHD Graphics 770",19-118-339,https://c1.neweggimages.com/ProductImageOriginal/19-118-339-08.jpg,309.99,4.8,418,Newegg,Intel Core i9-12900K - Core i9 12th Gen Alder Lake 16-Core (8P+8E) 3.2 GHz LGA 1700 125W Intel UHD Graphics 770 Desktop Processor - BX8071512900K
cpu,"Intel 7 Alder Lake Processor Base Power: 125W
Maximum Turbo Power: 241W 
30MB L3 Cache 
14MB L2 Cache 
Intel UHD Graphics 770",19-118-339T,https://c1.neweggimages.com/ProductImageOriginal/19-118-339-08.jpg,189.99,5,1,Newegg,Intel Core i9-12900K - Core i9 12th Gen Alder Lake 16-Core (8P+8E) 3.2 GHz LGA 1700 125W Intel UHD Graphics 770 Desktop Processor - BX8071512900K
cpu,"Intel 7 Alder Lake Processor Base Power: 125W
Maximum Turbo Power: 241W 
30MB L3 Cache 
14MB L2 Cache 
None Integrated Graphics",19-118-341,https://c1.neweggimages.com/ProductImageOriginal/19-118-341-06.jpg,279.99,4.7,77,Newegg,Intel Core i9-12900KF - Core i9 12th Gen Alder Lake 16-Core (8P+8E) 3.2 GHz LGA 1700 125W Desktop Processor - BX8071512900KF
cpu,"Intel 7 Alder Lake Processor Base Power: 125W
Maximum Turbo Power: 241W 
30MB L3 Cache 
14MB L2 Cache 
None Integrated Graphics",19-118-341T,https://c1.neweggimages.com/ProductImageOriginal/19-118-341-06.jpg,196.8,0,0,Newegg,Intel Core i9-12900KF - Core i9 12th Gen Alder Lake 16-Core (8P+8E) 3.2 GHz LGA 1700 125W Desktop Processor - BX8071512900KF
cpu,"Intel 7 Alder Lake Processor Base Power: 125W
Maximum Turbo Power: 
25MB L3 Cache 
12MB L2 Cache 
Intel UHD Graphics 770",19-118-343T,https://c1.neweggimages.com/ProductImageOriginal/19-118-343T-10.jpg,139.99,0,0,Newegg,Intel Core i7-12700K - Core i7 12th Gen Alder Lake 12-Core (8P+4E) 3.6 GHz LGA 1700 125W Intel UHD Graphics 770 Desktop Processor - BX8071512700K
cpu,"Intel 7 Alder Lake Processor Base Power: 125W
Maximum Turbo Power: 190W 
25MB L3 Cache 
12MB L2 Cache 
None Integrated Graphics",19-118-345T,https://c1.neweggimages.com/ProductImageOriginal/19-118-345T-09.png,129.99,5,1,Newegg,Intel Core i7-12700KF - Core i7 12th Gen Alder Lake 12-Core (8P+4E) 3.6 GHz LGA 1700 125W Desktop Processor - BX8071512700KF
cpu,"Intel 7 Alder Lake Processor Base Power: 125W
Maximum Turbo Power: 150W 
20MB L3 Cache 
9.5MB L2 Cache 
Intel UHD Graphics 770",19-118-347,https://c1.neweggimages.com/ProductImageOriginal/19-118-347-05.jpg,184.47,4.9,356,Newegg,Intel Core i5-12600K - Core i5 12th Gen Alder Lake 10-Core (6P+4E) 3.7 GHz LGA 1700 125W Intel UHD Graphics 770 Desktop Processor - BX8071512600K
cpu,"Intel 7 Alder Lake Processor Base Power: 125W
Maximum Turbo Power: 150W 
20MB L3 Cache 
9.5MB L2 Cache 
Intel UHD Graphics 770",19-118-347T,https://c1.neweggimages.com/ProductImageOriginal/19-118-347T-11.jpg,104.99,5,2,Newegg,Intel Core i5-12600K - Core i5 12th Gen Alder Lake 10-Core (6P+4E) 3.7 GHz LGA 1700 125W Intel UHD Graphics 770 Desktop Processor - BX8071512600K
cpu,"Intel 7 Alder Lake Processor Base Power: 125W
Maximum Turbo Power: 150W 
20MB L3 Cache 
9.5MB L2 Cache 
None Integrated Graphics",19-118-349T,https://c1.neweggimages.com/ProductImageOriginal/19-118-349T-10.jpg,104.99,3.7,3,Newegg,Intel Core i5-12600KF - Core i5 12th Gen Alder Lake 10-Core (6P+4E) 3.7 GHz LGA 1700 125W Desktop Processor - BX8071512600KF
cpu,"Intel 7 Alder Lake Processor Base Power: 58W
Maximum Turbo Power: 89W 
12MB L3 Cache 
5MB L2 Cache 
Windows 11 Supported
Intel Laminar RM1 CPU Cooler",19-118-357,https://c1.neweggimages.com/ProductImageOriginal/19-118-357-03.jpg,82.49,4.9,172,Newegg,Intel Core i3-12100F - Core i3 12th Gen Alder Lake Quad-Core 3.3 GHz LGA 1700 58W Desktop Processor - BX8071512100F
cpu,"Intel 7 Alder Lake Processor Base Power: 58W
Maximum Turbo Power: 89W 
12MB L3 Cache 
5MB L2 Cache 
Windows 11 Supported
Intel Laminar RM1 CPU Cooler",19-118-357T,https://c1.neweggimages.com/ProductImageOriginal/19-118-357-05.jpg,51.99,0,0,Newegg,Intel Core i3-12100F - Core i3 12th Gen Alder Lake Quad-Core 3.3 GHz LGA 1700 58W Desktop Processor - BX8071512100F
cpu,"Intel 7 Alder Lake Processor Base Power: 65W
Maximum Turbo Power: 117W 
18MB L3 Cache 
7.5MB L2 Cache 
Intel UHD Graphics 730 
Windows 11 Supported
Intel Laminar RM1 CPU Cooler",19-118-358T,https://c1.neweggimages.com/ProductImageOriginal/19-118-358-S04.jpg,96,0,0,Newegg,Intel Core i5-12400 - Core i5 12th Gen Alder Lake 6-Core 2.5 GHz LGA 1700 65W Intel UHD Graphics 730 Desktop Processor - BX8071512400
cpu,"Intel 7 Alder Lake Processor Base Power: 65W
Maximum Turbo Power: 180W 
25MB L3 Cache 
12MB L2 Cache 
Windows 11 Supported
Intel Laminar RM1 CPU Cooler",19-118-359,https://c1.neweggimages.com/ProductImageOriginal/19-118-359-03.jpg,244.99,4.8,33,Newegg,Intel Core i7-12700F - Core i7 12th Gen Alder Lake 12-Core (8P+4E) 2.1 GHz LGA 1700 65W Desktop Processor - BX8071512700F
cpu,"Intel 7 Alder Lake Processor Base Power: 65W
Maximum Turbo Power: 180W 
25MB L3 Cache 
12MB L2 Cache 
Windows 11 Supported
Intel Laminar RM1 CPU Cooler",19-118-359T,https://c1.neweggimages.com/ProductImageOriginal/19-118-359-03.jpg,139.99,0,0,Newegg,Intel Core i7-12700F - Core i7 12th Gen Alder Lake 12-Core (8P+4E) 2.1 GHz LGA 1700 65W Desktop Processor - BX8071512700F
